influencer_id,campaign_type,date,category,follower_count,engagement_rate,impressions,clicks,add_to_cart,purchases,revenue
2,brand_collab,2025-01-19,sports,488951,0.08772811362392471,1876,69,13,5,181.44
2,brand_collab,2025-01-20,beauty,488951,0.08772811362392471,38233,3145,512,254,15610.36
2,brand_collab,2025-01-21,sports,488951,0.08772811362392471,48030,2167,248,34,3106.91
2,discount,2025-01-22,sports,488951,0.08772811362392471,2081,287,58,12,334.03
2,seasonal,2025-01-23,electronics,488951,0.08772811362392471,46952,6746,2079,784,98961.92
2,brand_collab,2025-01-24,sports,488951,0.08772811362392471,20531,1832,193,30,2248.71
2,launch,2025-01-25,beauty,488951,0.08772811362392471,45078,707,247,111,11110.33
2,launch,2025-01-26,beauty,488951,0.08772811362392471,36247,4457,763,253,33764.62
2,launch,2025-01-27,fashion,488951,0.08772811362392471,15069,1490,98,28,3609.57
2,discount,2025-01-28,home,488951,0.08772811362392471,42975,4392,470,63,8319.76
2,discount,2025-01-29,fashion,488951,0.08772811362392471,26471,2623,866,379,45078.16
2,launch,2025-01-30,electronics,488951,0.08772811362392471,6052,522,198,58,11172.32
3,discount,2025-01-01,beauty,487859,0.048354557824958726,21491,518,29,4,559.09
3,seasonal,2025-01-02,home,487859,0.048354557824958726,26351,1685,486,131,7798.69
3,discount,2025-01-03,sports,487859,0.048354557824958726,18209,1958,528,284,42504.43
3,seasonal,2025-01-04,home,487859,0.048354557824958726,28384,2461,487,187,22332.6
3,brand_collab,2025-01-05,fashion,487859,0.048354557824958726,38841,1747,442,235,27437.35
3,launch,2025-01-06,home,487859,0.048354557824958726,21150,2434,764,115,20870.78
3,discount,2025-01-07,fashion,487859,0.048354557824958726,47959,3095,477,71,1431.52
3,seasonal,2025-01-08,beauty,487859,0.048354557824958726,25466,580,93,53,10102.61
3,discount,2025-01-09,home,487859,0.048354557824958726,6486,140,11,4,460.81
3,seasonal,2025-01-10,beauty,487859,0.048354557824958726,2167,261,21,7,146.55
3,discount,2025-01-11,beauty,487859,0.048354557824958726,10348,1171,282,127,24643.57
3,launch,2025-01-12,fashion,487859,0.048354557824958726,18337,1770,151,21,3006.87
3,brand_collab,2025-01-13,sports,487859,0.048354557824958726,28569,3852,390,139,7549.55
3,brand_collab,2025-01-14,home,487859,0.048354557824958726,27432,3655,485,268,32818.97
3,seasonal,2025-01-15,electronics,487859,0.048354557824958726,20870,1616,294,133,7615.26
3,discount,2025-01-16,fashion,487859,0.048354557824958726,21652,250,53,6,195.45
3,discount,2025-01-17,fashion,487859,0.048354557824958726,43918,5026,1277,742,60269.25
3,discount,2025-01-18,sports,487859,0.048354557824958726,34591,2904,588,294,57565.53
3,seasonal,2025-01-19,electronics,487859,0.048354557824958726,38678,5212,1223,729,17511.56
3,discount,2025-01-20,sports,487859,0.048354557824958726,14843,305,32,6,395.72
3,brand_collab,2025-01-21,home,487859,0.048354557824958726,45597,4185,1529,187,11852.62
3,launch,2025-01-22,home,487859,0.048354557824958726,24959,2416,355,68,6670.98
3,seasonal,2025-01-23,fashion,487859,0.048354557824958726,32921,1554,273,62,5959.18
3,launch,2025-01-24,electronics,487859,0.048354557824958726,39088,2084,697,308,12596.34
3,brand_collab,2025-01-25,beauty,487859,0.048354557824958726,46445,6640,2018,820,73362.27
3,seasonal,2025-01-26,fashion,487859,0.048354557824958726,30548,1010,195,95,9620.68
3,launch,2025-01-27,fashion,487859,0.048354557824958726,24833,1572,612,318,53831.82
3,discount,2025-01-28,sports,487859,0.048354557824958726,41034,1179,64,8,1131.41
3,seasonal,2025-01-29,fashion,487859,0.048354557824958726,39757,5480,1396,646,99384.15
3,launch,2025-01-30,fashion,487859,0.048354557824958726,49212,3596,342,197,24659.12
4,launch,2025-01-01,electronics,304888,0.115979878504112,27657,1663,149,64,6966.94
4,seasonal,2025-01-02,fashion,304888,0.115979878504112,29538,1568,526,307,8226.85
4,launch,2025-01-03,electronics,304888,0.115979878504112,23928,688,41,19,2429.32
4,seasonal,2025-01-04,electronics,304888,0.115979878504112,16781,1617,635,256,33526.38
4,seasonal,2025-01-05,beauty,304888,0.115979878504112,11209,658,151,74,6315.39
4,brand_collab,2025-01-06,home,304888,0.115979878504112,44088,6301,639,359,37157.25
4,brand_collab,2025-01-07,electronics,304888,0.115979878504112,37932,5583,1241,328,42753.54
4,brand_collab,2025-01-08,home,304888,0.115979878504112,7254,203,19,3,109.13
4,brand_collab,2025-01-09,beauty,304888,0.115979878504112,46415,4990,968,519,55997.43
4,discount,2025-01-10,sports,304888,0.115979878504112,29732,1097,70,12,755.19
4,launch,2025-01-11,beauty,304888,0.115979878504112,40749,1095,231,46,3643.72
4,brand_collab,2025-01-12,electronics,304888,0.115979878504112,47892,2635,216,73,10269.57
4,seasonal,2025-01-13,sports,304888,0.115979878504112,20262,1272,64,34,885.98
4,seasonal,2025-01-14,beauty,304888,0.115979878504112,23195,911,163,55,7010.76
4,seasonal,2025-01-15,electronics,304888,0.115979878504112,17748,332,33,5,702.81
4,brand_collab,2025-01-16,fashion,304888,0.115979878504112,39638,565,199,55,4700.36
4,launch,2025-01-17,home,304888,0.115979878504112,39518,2482,141,36,1806.3
4,discount,2025-01-18,beauty,304888,0.115979878504112,5632,758,195,85,13595.12
4,brand_collab,2025-01-19,electronics,304888,0.115979878504112,27734,2545,783,296,35946.75
4,brand_collab,2025-01-20,electronics,304888,0.115979878504112,16913,841,148,62,7343.77
4,launch,2025-01-21,home,304888,0.115979878504112,18260,1027,386,40,2112.53
4,seasonal,2025-01-22,electronics,304888,0.115979878504112,12613,455,68,12,2164.63
4,brand_collab,2025-01-23,home,304888,0.115979878504112,25818,324,95,56,10099.93
4,seasonal,2025-01-24,fashion,304888,0.115979878504112,29746,3901,1310,299,12698.12
4,launch,2025-01-25,home,304888,0.115979878504112,1846,156,33,17,832.4
4,launch,2025-01-26,sports,304888,0.115979878504112,27386,1038,319,116,16747.35
4,launch,2025-01-27,beauty,304888,0.115979878504112,2917,92,20,7,138.93
4,discount,2025-01-28,sports,304888,0.115979878504112,17644,332,131,34,5571.79
4,launch,2025-01-29,fashion,304888,0.115979878504112,44336,5162,1334,447,39447.65
4,discount,2025-01-30,beauty,304888,0.115979878504112,18988,2397,929,150,22329.72
5,discount,2025-01-01,home,351699,0.06309200189493205,6415,712,47,23,3848.1
5,launch,2025-01-02,home,351699,0.06309200189493205,24325,3053,351,76,9911.47
5,launch,2025-01-03,electronics,351699,0.06309200189493205,17984,2388,447,227,21209.89
5,discount,2025-01-04,beauty,351699,0.06309200189493205,8804,459,143,50,2706.02
5,seasonal,2025-01-05,electronics,351699,0.06309200189493205,19381,374,48,17,1563.84
5,launch,2025-01-06,electronics,351699,0.06309200189493205,25519,2733,296,159,16556.75
5,discount,2025-01-07,home,351699,0.06309200189493205,34187,5117,1603,726,114656.21
5,discount,2025-01-08,home,351699,0.06309200189493205,20029,2202,490,233,6886.09
5,brand_collab,2025-01-09,home,351699,0.06309200189493205,7359,695,156,57,5837.25
5,seasonal,2025-01-10,electronics,351699,0.06309200189493205,4756,526,144,64,7239.53
5,seasonal,2025-01-11,beauty,351699,0.06309200189493205,35884,4512,1740,471,25055.64
5,discount,2025-01-12,home,351699,0.06309200189493205,11541,1109,409,69,2011.42
5,brand_collab,2025-01-13,beauty,351699,0.06309200189493205,28306,3976,985,441,81706.22
5,brand_collab,2025-01-14,fashion,351699,0.06309200189493205,28632,2596,681,212,31783.97
5,brand_collab,2025-01-15,fashion,351699,0.06309200189493205,4797,659,61,13,538.84
5,discount,2025-01-16,sports,351699,0.06309200189493205,36840,4854,1124,444,38099.87
5,brand_collab,2025-01-17,fashion,351699,0.06309200189493205,32880,1275,415,166,5263.99
5,discount,2025-01-18,electronics,351699,0.06309200189493205,35393,4911,840,229,34378.68
5,launch,2025-01-19,sports,351699,0.06309200189493205,42914,3147,312,58,6072.01
5,launch,2025-01-20,sports,351699,0.06309200189493205,23359,1252,404,96,4974.57
5,brand_collab,2025-01-21,sports,351699,0.06309200189493205,28696,1002,387,67,5948.17
5,seasonal,2025-01-22,sports,351699,0.06309200189493205,21806,2035,149,70,3491.74
5,launch,2025-01-23,electronics,351699,0.06309200189493205,28952,437,94,35,786.96
5,seasonal,2025-01-24,home,351699,0.06309200189493205,49302,4134,980,333,34775.95
5,brand_collab,2025-01-25,fashion,351699,0.06309200189493205,13342,1900,343,80,10588.79
5,discount,2025-01-26,electronics,351699,0.06309200189493205,48190,7086,2437,1300,113772.17
5,discount,2025-01-27,electronics,351699,0.06309200189493205,48063,1800,408,162,12062.77
5,launch,2025-01-28,electronics,351699,0.06309200189493205,40986,4155,554,82,4608.62
5,brand_collab,2025-01-29,beauty,351699,0.06309200189493205,13175,864,245,49,3219.21
5,seasonal,2025-01-30,home,351699,0.06309200189493205,7150,705,216,113,3766.02
6,seasonal,2025-01-01,home,448676,0.0689994370829497,9705,1334,358,95,15843.19
6,seasonal,2025-01-02,home,448676,0.0689994370829497,15596,909,291,81,14061.84
6,seasonal,2025-01-03,fashion,448676,0.0689994370829497,44861,5345,480,183,36091.22
6,seasonal,2025-01-04,fashion,448676,0.0689994370829497,29529,388,55,20,2607.22
6,seasonal,2025-01-05,sports,448676,0.0689994370829497,18685,2370,935,339,14447.86
6,launch,2025-01-06,fashion,448676,0.0689994370829497,17458,2185,514,260,27205.68
6,discount,2025-01-07,electronics,448676,0.0689994370829497,23180,2345,798,162,1958.45
6,discount,2025-01-08,beauty,448676,0.0689994370829497,41760,1975,604,136,17719.25
6,brand_collab,2025-01-09,electronics,448676,0.0689994370829497,12664,869,159,57,1078.64
6,seasonal,2025-01-10,home,448676,0.0689994370829497,20250,458,146,19,3211.86
6,brand_collab,2025-01-11,sports,448676,0.0689994370829497,26712,2965,781,448,38242.79
6,seasonal,2025-01-12,fashion,448676,0.0689994370829497,24863,996,60,13,1599.84
6,discount,2025-01-13,fashion,448676,0.0689994370829497,25058,2344,391,189,5717.94
6,launch,2025-01-14,sports,448676,0.0689994370829497,35008,3805,987,325,7938.89
6,brand_collab,2025-01-15,electronics,448676,0.0689994370829497,21587,2315,336,132,10373.23
6,brand_collab,2025-01-16,electronics,448676,0.0689994370829497,5090,736,240,106,11559.0
6,brand_collab,2025-01-17,fashion,448676,0.0689994370829497,6895,685,216,99,12976.33
6,brand_collab,2025-01-18,fashion,448676,0.0689994370829497,12918,1382,94,40,735.66
6,seasonal,2025-01-19,fashion,448676,0.0689994370829497,13182,1157,249,63,2072.66
6,launch,2025-01-20,home,448676,0.0689994370829497,12122,1689,658,376,37637.86
6,brand_collab,2025-01-21,electronics,448676,0.0689994370829497,26510,1954,454,191,25504.57
6,seasonal,2025-01-22,home,448676,0.0689994370829497,36435,979,75,33,2461.02
6,launch,2025-01-23,fashion,448676,0.0689994370829497,41998,2273,542,268,18910.88
6,launch,2025-01-24,electronics,448676,0.0689994370829497,29687,2070,738,227,22193.6
6,launch,2025-01-25,home,448676,0.0689994370829497,30430,1094,201,113,2633.54
6,brand_collab,2025-01-26,home,448676,0.0689994370829497,46084,5410,1031,350,45229.11
6,launch,2025-01-27,fashion,448676,0.0689994370829497,11616,1365,267,82,12311.53
6,discount,2025-01-28,fashion,448676,0.0689994370829497,3050,230,35,18,2627.19
6,brand_collab,2025-01-29,home,448676,0.0689994370829497,26280,3612,237,36,3038.75
6,brand_collab,2025-01-30,electronics,448676,0.0689994370829497,44194,6319,2055,297,26534.08
7,launch,2025-01-01,sports,165829,0.09587759448949906,49280,5621,408,122,20640.8
7,launch,2025-01-02,electronics,165829,0.09587759448949906,37332,1002,66,19,322.6
7,seasonal,2025-01-03,home,165829,0.09587759448949906,15199,897,63,36,6405.1
7,discount,2025-01-04,electronics,165829,0.09587759448949906,19297,1611,227,81,8369.36
7,brand_collab,2025-01-05,sports,165829,0.09587759448949906,29831,2233,598,283,4704.7
7,seasonal,2025-01-06,fashion,165829,0.09587759448949906,45641,3379,631,149,14984.72
7,seasonal,2025-01-07,beauty,165829,0.09587759448949906,24265,3171,1056,451,51712.97
7,launch,2025-01-08,sports,165829,0.09587759448949906,26559,1205,62,27,520.26
7,brand_collab,2025-01-09,sports,165829,0.09587759448949906,10903,1151,88,46,4787.58
7,discount,2025-01-10,fashion,165829,0.09587759448949906,19546,2452,421,184,21617.99
7,discount,2025-01-11,sports,165829,0.09587759448949906,21695,2638,739,388,67816.93
7,brand_collab,2025-01-12,sports,165829,0.09587759448949906,34130,1481,556,85,12138.7
7,brand_collab,2025-01-13,electronics,165829,0.09587759448949906,49874,7210,1535,828,9089.44
7,discount,2025-01-14,home,165829,0.09587759448949906,12700,1448,153,77,12944.12
7,brand_collab,2025-01-15,beauty,165829,0.09587759448949906,34062,1261,100,26,3025.63
7,seasonal,2025-01-16,beauty,165829,0.09587759448949906,13987,157,52,8,510.68
7,discount,2025-01-17,home,165829,0.09587759448949906,22736,3292,558,232,43403.8
7,launch,2025-01-18,fashion,165829,0.09587759448949906,8059,856,63,15,2168.29
7,launch,2025-01-19,sports,165829,0.09587759448949906,9073,692,48,6,1031.75
7,seasonal,2025-01-20,fashion,165829,0.09587759448949906,22195,2551,243,116,1701.9
7,launch,2025-01-21,beauty,165829,0.09587759448949906,8813,546,183,41,418.02
7,discount,2025-01-22,sports,165829,0.09587759448949906,37124,5279,452,238,26212.03
7,seasonal,2025-01-23,electronics,165829,0.09587759448949906,18482,756,59,25,3358.93
7,seasonal,2025-01-24,home,165829,0.09587759448949906,45413,1414,284,162,14539.21
7,launch,2025-01-25,beauty,165829,0.09587759448949906,49901,5809,1189,304,21566.1
7,brand_collab,2025-01-26,electronics,165829,0.09587759448949906,2980,113,39,17,1987.68
7,seasonal,2025-01-27,beauty,165829,0.09587759448949906,35375,1142,138,20,783.9
7,launch,2025-01-28,electronics,165829,0.09587759448949906,31707,396,130,32,5863.96
7,brand_collab,2025-01-29,home,165829,0.09587759448949906,16251,1974,431,68,2297.4
7,discount,2025-01-30,sports,165829,0.09587759448949906,35531,3133,403,72,9632.79
8,launch,2025-01-01,electronics,236809,0.12165827408920632,30759,2267,122,16,1353.18
8,seasonal,2025-01-02,fashion,236809,0.12165827408920632,22804,2644,1013,561,82811.57
8,brand_collab,2025-01-03,home,236809,0.12165827408920632,44408,1083,270,29,2947.78
8,discount,2025-01-04,fashion,236809,0.12165827408920632,36488,3223,172,45,4876.43
8,launch,2025-01-05,beauty,236809,0.12165827408920632,46004,991,335,93,6621.41
8,seasonal,2025-01-06,sports,236809,0.12165827408920632,11361,1386,166,30,896.04
8,discount,2025-01-07,beauty,236809,0.12165827408920632,39850,5398,1393,568,71828.94
8,seasonal,2025-01-08,electronics,236809,0.12165827408920632,26291,3468,1040,520,38737.68
8,seasonal,2025-01-09,fashion,236809,0.12165827408920632,47163,4122,1068,525,53220.16
8,discount,2025-01-10,sports,236809,0.12165827408920632,30545,2181,662,262,34991.64
8,seasonal,2025-01-11,sports,236809,0.12165827408920632,18650,758,296,79,3523.59
8,discount,2025-01-12,fashion,236809,0.12165827408920632,5790,93,9,0,0.0
8,seasonal,2025-01-13,fashion,236809,0.12165827408920632,26658,2693,322,141,3344.2
8,discount,2025-01-14,home,236809,0.12165827408920632,31027,1066,411,126,21519.11
8,discount,2025-01-15,home,236809,0.12165827408920632,26963,3167,717,266,28637.35
8,launch,2025-01-16,beauty,236809,0.12165827408920632,26849,2994,659,353,63940.07
8,brand_collab,2025-01-17,sports,236809,0.12165827408920632,30426,2827,1044,214,27469.82
8,launch,2025-01-18,home,236809,0.12165827408920632,20342,874,281,85,10569.96
8,launch,2025-01-19,home,236809,0.12165827408920632,1525,222,25,13,1345.93
8,launch,2025-01-20,fashion,236809,0.12165827408920632,30052,2174,500,139,17049.83
8,brand_collab,2025-01-21,home,236809,0.12165827408920632,27616,1818,636,66,8038.69
8,brand_collab,2025-01-22,beauty,236809,0.12165827408920632,13588,586,77,41,3853.37
8,seasonal,2025-01-23,home,236809,0.12165827408920632,6724,384,130,41,2347.48
8,seasonal,2025-01-24,sports,236809,0.12165827408920632,24040,1090,191,55,6877.87
8,seasonal,2025-01-25,home,236809,0.12165827408920632,16563,1266,437,219,26546.6
8,brand_collab,2025-01-26,beauty,236809,0.12165827408920632,18658,478,69,8,887.38
8,discount,2025-01-27,fashion,236809,0.12165827408920632,28420,2830,364,69,1850.96
8,launch,2025-01-28,beauty,236809,0.12165827408920632,34997,3721,703,238,33399.46
8,launch,2025-01-29,home,236809,0.12165827408920632,46272,4602,1628,532,57436.45
8,launch,2025-01-30,home,236809,0.12165827408920632,14605,431,26,6,863.34
9,launch,2025-01-01,beauty,402686,0.03273346525272492,43324,1002,285,91,15920.18
9,discount,2025-01-02,beauty,402686,0.03273346525272492,49320,6280,2390,1055,110208.68
9,brand_collab,2025-01-03,fashion,402686,0.03273346525272492,37487,4912,1566,245,39481.01
9,launch,2025-01-04,home,402686,0.03273346525272492,36840,1480,415,123,16449.31
9,brand_collab,2025-01-05,sports,402686,0.03273346525272492,5033,754,50,29,2532.06
9,launch,2025-01-06,home,402686,0.03273346525272492,28208,639,96,14,1870.36
9,discount,2025-01-07,electronics,402686,0.03273346525272492,27213,1941,709,382,26842.07
9,brand_collab,2025-01-08,beauty,402686,0.03273346525272492,4712,126,30,3,215.01
9,brand_collab,2025-01-09,fashion,402686,0.03273346525272492,38574,3428,627,234,28859.74
9,launch,2025-01-10,beauty,402686,0.03273346525272492,32010,1338,101,40,5478.42
9,brand_collab,2025-01-11,sports,402686,0.03273346525272492,36757,2942,705,405,69239.53
9,brand_collab,2025-01-12,electronics,402686,0.03273346525272492,2177,54,5,1,56.75
9,discount,2025-01-13,electronics,402686,0.03273346525272492,26519,2304,717,328,35763.31
9,seasonal,2025-01-14,home,402686,0.03273346525272492,42974,5824,436,251,33732.31
9,discount,2025-01-15,home,402686,0.03273346525272492,14076,1085,128,23,2927.83
9,brand_collab,2025-01-16,beauty,402686,0.03273346525272492,28117,1490,493,182,12585.02
9,seasonal,2025-01-17,home,402686,0.03273346525272492,13289,640,124,19,843.95
9,discount,2025-01-18,beauty,402686,0.03273346525272492,49713,6063,694,171,27487.8
9,discount,2025-01-19,beauty,402686,0.03273346525272492,25611,1778,143,72,5829.61
9,launch,2025-01-20,fashion,402686,0.03273346525272492,12130,125,34,12,1473.27
9,discount,2025-01-21,beauty,402686,0.03273346525272492,17393,599,105,58,9064.79
9,discount,2025-01-22,beauty,402686,0.03273346525272492,35084,1834,561,294,40445.78
9,seasonal,2025-01-23,home,402686,0.03273346525272492,38778,3774,785,308,12912.19
9,seasonal,2025-01-24,home,402686,0.03273346525272492,18633,1419,336,63,4367.89
9,launch,2025-01-25,fashion,402686,0.03273346525272492,41390,3581,469,138,16967.17
9,discount,2025-01-26,fashion,402686,0.03273346525272492,34537,1672,432,189,17787.97
9,launch,2025-01-27,beauty,402686,0.03273346525272492,33496,409,69,35,4361.41
9,seasonal,2025-01-28,fashion,402686,0.03273346525272492,32007,1548,120,17,3058.24
9,brand_collab,2025-01-29,beauty,402686,0.03273346525272492,32367,1986,338,138,12979.99
9,launch,2025-01-30,electronics,402686,0.03273346525272492,6051,738,97,35,6202.53
10,launch,2025-01-01,home,498948,0.0739602102832516,9533,988,393,169,19600.43
10,seasonal,2025-01-02,fashion,498948,0.0739602102832516,33007,3012,244,141,18420.58
10,discount,2025-01-03,home,498948,0.0739602102832516,29982,2548,213,69,10603.3
10,brand_collab,2025-01-04,sports,498948,0.0739602102832516,21103,2561,959,208,17860.96
10,brand_collab,2025-01-05,fashion,498948,0.0739602102832516,42323,1866,531,77,4530.6
10,seasonal,2025-01-06,beauty,498948,0.0739602102832516,12023,973,102,13,420.59
10,brand_collab,2025-01-07,beauty,498948,0.0739602102832516,19792,440,166,62,4219.08
10,brand_collab,2025-01-08,sports,498948,0.0739602102832516,37035,4898,522,257,30627.1
10,seasonal,2025-01-09,beauty,498948,0.0739602102832516,25819,1011,379,59,9753.61
10,discount,2025-01-10,electronics,498948,0.0739602102832516,8629,1059,345,87,2207.6
10,launch,2025-01-11,fashion,498948,0.0739602102832516,7721,243,31,17,2020.92
10,brand_collab,2025-01-12,sports,498948,0.0739602102832516,9984,769,122,49,1785.93
10,brand_collab,2025-01-13,sports,498948,0.0739602102832516,49563,3982,754,130,10378.1
10,brand_collab,2025-01-14,home,498948,0.0739602102832516,40905,3307,434,60,9454.65
10,brand_collab,2025-01-15,sports,498948,0.0739602102832516,12916,1822,649,155,26625.16
10,seasonal,2025-01-16,beauty,498948,0.0739602102832516,13330,1289,357,62,1342.7
10,seasonal,2025-01-17,fashion,498948,0.0739602102832516,32497,1288,282,134,17112.41
10,seasonal,2025-01-18,home,498948,0.0739602102832516,38846,1689,168,26,1758.18
10,brand_collab,2025-01-19,sports,498948,0.0739602102832516,42568,3461,1380,699,88697.29
10,seasonal,2025-01-20,sports,498948,0.0739602102832516,42779,4354,1509,697,111866.96
10,launch,2025-01-21,sports,498948,0.0739602102832516,15818,972,189,97,14490.51
10,seasonal,2025-01-22,beauty,498948,0.0739602102832516,5481,157,30,14,1688.51
10,discount,2025-01-23,beauty,498948,0.0739602102832516,6542,632,103,53,6867.04
10,seasonal,2025-01-24,sports,498948,0.0739602102832516,48076,6939,1531,237,27044.62
10,brand_collab,2025-01-25,electronics,498948,0.0739602102832516,30300,2374,243,63,9456.16
10,discount,2025-01-26,fashion,498948,0.0739602102832516,15056,1444,506,149,28560.65
10,discount,2025-01-27,fashion,498948,0.0739602102832516,31911,3834,614,272,25335.33
10,seasonal,2025-01-28,beauty,498948,0.0739602102832516,24561,3444,477,234,39025.38
10,discount,2025-01-29,electronics,498948,0.0739602102832516,29602,2161,279,151,14438.28
10,discount,2025-01-30,electronics,498948,0.0739602102832516,48684,5513,1264,556,9962.33
11,launch,2025-01-01,home,434440,0.02009180703981427,25034,292,112,52,4010.12
11,launch,2025-01-02,sports,434440,0.02009180703981427,10866,1585,601,295,22838.86
11,brand_collab,2025-01-03,home,434440,0.02009180703981427,42732,4377,1389,322,4501.41
11,launch,2025-01-04,electronics,434440,0.02009180703981427,24888,1278,407,167,13788.94
11,seasonal,2025-01-05,beauty,434440,0.02009180703981427,12824,586,82,11,2116.04
11,discount,2025-01-06,home,434440,0.02009180703981427,47857,5829,888,523,65038.97
11,discount,2025-01-07,electronics,434440,0.02009180703981427,30921,863,145,81,4266.83
11,seasonal,2025-01-08,fashion,434440,0.02009180703981427,40896,1346,196,110,15228.03
11,seasonal,2025-01-09,beauty,434440,0.02009180703981427,13258,1378,221,119,7033.14
11,seasonal,2025-01-10,home,434440,0.02009180703981427,35964,4161,878,457,67824.85
11,discount,2025-01-11,sports,434440,0.02009180703981427,43719,1523,366,216,40630.41
11,seasonal,2025-01-12,electronics,434440,0.02009180703981427,20921,525,152,22,4254.24
11,brand_collab,2025-01-13,electronics,434440,0.02009180703981427,47486,6063,1858,689,84172.42
11,discount,2025-01-14,sports,434440,0.02009180703981427,9894,245,25,3,358.99
11,seasonal,2025-01-15,fashion,434440,0.02009180703981427,30806,1001,245,123,18563.81
11,launch,2025-01-16,sports,434440,0.02009180703981427,39787,950,180,90,4389.01
11,discount,2025-01-17,home,434440,0.02009180703981427,37735,4683,1242,551,44795.96
11,launch,2025-01-18,fashion,434440,0.02009180703981427,20363,218,68,8,1213.52
11,launch,2025-01-19,electronics,434440,0.02009180703981427,20873,2425,697,333,56601.47
11,seasonal,2025-01-20,beauty,434440,0.02009180703981427,18081,1113,230,106,18907.98
